y_true,y_pred,y_prob_max,y_true_name,y_pred_name
0,42,0.4707643985748291,AtlanticSpottedDolphin,White_beakedDolphin
0,9,0.2983551621437073,AtlanticSpottedDolphin,DuskyDolphin
0,41,0.3579568564891815,AtlanticSpottedDolphin,WestIndianManatee
0,32,0.35426950454711914,AtlanticSpottedDolphin,Short_Finned(Pacific)PilotWhale
1,30,0.83881676197052,BeardedSeal,RossSeal
1,30,0.733177125453949,BeardedSeal,RossSeal
1,18,0.3720381259918213,BeardedSeal,HumpbackWhale
1,28,0.6359495520591736,BeardedSeal,RibbonSeal
1,28,0.559704065322876,BeardedSeal,RibbonSeal
1,5,0.5142624378204346,BeardedSeal,BowheadWhale
1,5,0.5003371834754944,BeardedSeal,BowheadWhale
1,5,0.4380004405975342,BeardedSeal,BowheadWhale
1,5,0.6271935105323792,BeardedSeal,BowheadWhale
1,5,0.5301730036735535,BeardedSeal,BowheadWhale
2,21,0.7908226251602173,Beluga_WhiteWhale,LongBeaked(Pacific)CommonDolphin
2,35,0.19116340577602386,Beluga_WhiteWhale,SpinnerDolphin
2,34,0.4235071539878845,Beluga_WhiteWhale,SpermWhale
2,7,0.2669677436351776,Beluga_WhiteWhale,CommonDolphin
2,34,0.3801502287387848,Beluga_WhiteWhale,SpermWhale
2,4,0.6461275815963745,Beluga_WhiteWhale,Boutu_AmazonRiverDolphin
2,26,0.2896253764629364,Beluga_WhiteWhale,NorthernRightWhale
2,19,0.453707218170166,Beluga_WhiteWhale,KillerWhale
2,31,0.36956995725631714,Beluga_WhiteWhale,Rough_ToothedDolphin
2,4,0.35520824790000916,Beluga_WhiteWhale,Boutu_AmazonRiverDolphin
2,40,0.2273647040128708,Beluga_WhiteWhale,WeddellSeal
2,1,0.4268040955066681,Beluga_WhiteWhale,BeardedSeal
3,12,0.25352567434310913,BottlenoseDolphin,Fraser_sDolphin
3,6,0.18512164056301117,BottlenoseDolphin,ClymeneDolphin
3,0,0.29181456565856934,BottlenoseDolphin,AtlanticSpottedDolphin
3,25,0.2622036337852478,BottlenoseDolphin,Narwhal
3,25,0.6734341979026794,BottlenoseDolphin,Narwhal
3,25,0.6340676546096802,BottlenoseDolphin,Narwhal
3,25,0.723807156085968,BottlenoseDolphin,Narwhal
5,1,0.6053100228309631,BowheadWhale,BeardedSeal
5,1,0.890377402305603,BowheadWhale,BeardedSeal
5,1,0.27116572856903076,BowheadWhale,BeardedSeal
5,1,0.702501118183136,BowheadWhale,BeardedSeal
5,1,0.9338215589523315,BowheadWhale,BeardedSeal
5,1,0.9776525497436523,BowheadWhale,BeardedSeal
5,1,0.8526208400726318,BowheadWhale,BeardedSeal
5,1,0.9032823443412781,BowheadWhale,BeardedSeal
5,18,0.30013784766197205,BowheadWhale,HumpbackWhale
5,1,0.5411878824234009,BowheadWhale,BeardedSeal
5,1,0.7411576509475708,BowheadWhale,BeardedSeal
5,1,0.6239822506904602,BowheadWhale,BeardedSeal
5,1,0.6606467962265015,BowheadWhale,BeardedSeal
5,1,0.4387253522872925,BowheadWhale,BeardedSeal
5,1,0.2532278895378113,BowheadWhale,BeardedSeal
5,1,0.4291327893733978,BowheadWhale,BeardedSeal
5,1,0.5297037363052368,BowheadWhale,BeardedSeal
5,1,0.5013396739959717,BowheadWhale,BeardedSeal
5,1,0.4973979890346527,BowheadWhale,BeardedSeal
5,1,0.5558269619941711,BowheadWhale,BeardedSeal
5,1,0.45407968759536743,BowheadWhale,BeardedSeal
5,1,0.5205649733543396,BowheadWhale,BeardedSeal
5,1,0.5467491149902344,BowheadWhale,BeardedSeal
5,1,0.4280794560909271,BowheadWhale,BeardedSeal
6,7,0.4381701350212097,ClymeneDolphin,CommonDolphin
6,22,0.5175222158432007,ClymeneDolphin,Long_FinnedPilotWhale
6,22,0.5574439167976379,ClymeneDolphin,Long_FinnedPilotWhale
6,22,0.8097386956214905,ClymeneDolphin,Long_FinnedPilotWhale
6,22,0.3940337002277374,ClymeneDolphin,Long_FinnedPilotWhale
6,22,0.41236838698387146,ClymeneDolphin,Long_FinnedPilotWhale
6,37,0.6913290023803711,ClymeneDolphin,StripedDolphin
6,4,0.7434964776039124,ClymeneDolphin,Boutu_AmazonRiverDolphin
6,37,0.6777244210243225,ClymeneDolphin,StripedDolphin
6,3,0.3771301805973053,ClymeneDolphin,BottlenoseDolphin
6,37,0.5598177909851074,ClymeneDolphin,StripedDolphin
6,37,0.46308013796806335,ClymeneDolphin,StripedDolphin
6,37,0.7643460631370544,ClymeneDolphin,StripedDolphin
6,7,0.2899395525455475,ClymeneDolphin,CommonDolphin
6,37,0.49104073643684387,ClymeneDolphin,StripedDolphin
6,2,0.19625920057296753,ClymeneDolphin,Beluga_WhiteWhale
6,7,0.30199089646339417,ClymeneDolphin,CommonDolphin
6,10,0.4609750807285309,ClymeneDolphin,FalseKillerWhale
6,2,0.2700311243534088,ClymeneDolphin,Beluga_WhiteWhale
7,15,0.21241658926010132,CommonDolphin,HarborPorpoise
7,2,0.3029992878437042,CommonDolphin,Beluga_WhiteWhale
7,23,0.30945101380348206,CommonDolphin,MelonHeadedWhale
7,23,0.3607703149318695,CommonDolphin,MelonHeadedWhale
7,25,0.13962087035179138,CommonDolphin,Narwhal
7,13,0.14087003469467163,CommonDolphin,Grampus_Risso_sDolphin
7,25,0.19385603070259094,CommonDolphin,Narwhal
7,29,0.1954224854707718,CommonDolphin,RingedSeal
7,3,0.5959092378616333,CommonDolphin,BottlenoseDolphin
7,3,0.2647775709629059,CommonDolphin,BottlenoseDolphin
7,25,0.37225180864334106,CommonDolphin,Narwhal
7,25,0.6132343411445618,CommonDolphin,Narwhal
7,37,0.8975925445556641,CommonDolphin,StripedDolphin
7,25,0.5029446482658386,CommonDolphin,Narwhal
7,37,0.3082728981971741,CommonDolphin,StripedDolphin
7,25,0.2615516483783722,CommonDolphin,Narwhal
7,37,0.7427725195884705,CommonDolphin,StripedDolphin
7,37,0.5128836035728455,CommonDolphin,StripedDolphin
7,37,0.7205644249916077,CommonDolphin,StripedDolphin
7,22,0.2364645153284073,CommonDolphin,Long_FinnedPilotWhale
7,37,0.5954080820083618,CommonDolphin,StripedDolphin
7,42,0.7641331553459167,CommonDolphin,White_beakedDolphin
7,37,0.7628557085990906,CommonDolphin,StripedDolphin
7,37,0.5104917287826538,CommonDolphin,StripedDolphin
7,37,0.49102917313575745,CommonDolphin,StripedDolphin
7,42,0.2124951034784317,CommonDolphin,White_beakedDolphin
7,13,0.3524479269981384,CommonDolphin,Grampus_Risso_sDolphin
7,13,0.35317009687423706,CommonDolphin,Grampus_Risso_sDolphin
7,34,0.6513347029685974,CommonDolphin,SpermWhale
8,42,0.43055468797683716,Dall_sPorpoise,White_beakedDolphin
10,13,0.43306246399879456,FalseKillerWhale,Grampus_Risso_sDolphin
10,7,0.31856414675712585,FalseKillerWhale,CommonDolphin
10,31,0.4451781213283539,FalseKillerWhale,Rough_ToothedDolphin
11,32,0.3303910791873932,Fin_FinbackWhale,Short_Finned(Pacific)PilotWhale
12,27,0.7024773359298706,Fraser_sDolphin,PantropicalSpottedDolphin
12,27,0.499499648809433,Fraser_sDolphin,PantropicalSpottedDolphin
12,37,0.17679397761821747,Fraser_sDolphin,StripedDolphin
12,22,0.5658872723579407,Fraser_sDolphin,Long_FinnedPilotWhale
12,37,0.7669278979301453,Fraser_sDolphin,StripedDolphin
12,37,0.23511268198490143,Fraser_sDolphin,StripedDolphin
12,32,0.30620917677879333,Fraser_sDolphin,Short_Finned(Pacific)PilotWhale
12,7,0.18713878095149994,Fraser_sDolphin,CommonDolphin
12,23,0.24694834649562836,Fraser_sDolphin,MelonHeadedWhale
13,2,0.24387529492378235,Grampus_Risso_sDolphin,Beluga_WhiteWhale
13,34,0.3540693521499634,Grampus_Risso_sDolphin,SpermWhale
13,2,0.40976646542549133,Grampus_Risso_sDolphin,Beluga_WhiteWhale
13,19,0.5318214297294617,Grampus_Risso_sDolphin,KillerWhale
13,19,0.4719831645488739,Grampus_Risso_sDolphin,KillerWhale
13,34,0.35462430119514465,Grampus_Risso_sDolphin,SpermWhale
13,3,0.2782823145389557,Grampus_Risso_sDolphin,BottlenoseDolphin
13,32,0.4796872138977051,Grampus_Risso_sDolphin,Short_Finned(Pacific)PilotWhale
13,12,0.4180409014225006,Grampus_Risso_sDolphin,Fraser_sDolphin
13,32,0.4520745277404785,Grampus_Risso_sDolphin,Short_Finned(Pacific)PilotWhale
13,3,0.47857505083084106,Grampus_Risso_sDolphin,BottlenoseDolphin
13,23,0.529960036277771,Grampus_Risso_sDolphin,MelonHeadedWhale
14,11,0.8946909308433533,GrayWhale,Fin_FinbackWhale
14,11,0.9105224609375,GrayWhale,Fin_FinbackWhale
14,11,0.8878019452095032,GrayWhale,Fin_FinbackWhale
15,41,0.48860856890678406,HarborPorpoise,WestIndianManatee
15,39,0.5247312188148499,HarborPorpoise,Walrus
15,18,0.24008437991142273,HarborPorpoise,HumpbackWhale
15,36,0.20787474513053894,HarborPorpoise,SpottedSeal
15,2,0.5507112741470337,HarborPorpoise,Beluga_WhiteWhale
16,26,0.3945380747318268,HarpSeal,NorthernRightWhale
16,28,0.2680598497390747,HarpSeal,RibbonSeal
16,26,0.26718148589134216,HarpSeal,NorthernRightWhale
17,1,0.4618837535381317,Heaviside_sDolphin,BeardedSeal
18,5,0.38691210746765137,HumpbackWhale,BowheadWhale
18,5,0.4729626774787903,HumpbackWhale,BowheadWhale
18,1,0.7299407720565796,HumpbackWhale,BeardedSeal
18,26,0.7429071664810181,HumpbackWhale,NorthernRightWhale
18,1,0.2238844484090805,HumpbackWhale,BeardedSeal
18,16,0.2308843433856964,HumpbackWhale,HarpSeal
18,1,0.34874966740608215,HumpbackWhale,BeardedSeal
18,5,0.31627389788627625,HumpbackWhale,BowheadWhale
18,1,0.479448527097702,HumpbackWhale,BeardedSeal
18,5,0.4886173903942108,HumpbackWhale,BowheadWhale
18,5,0.5200154781341553,HumpbackWhale,BowheadWhale
18,5,0.652768075466156,HumpbackWhale,BowheadWhale
18,1,0.31687772274017334,HumpbackWhale,BeardedSeal
18,39,0.24286110699176788,HumpbackWhale,Walrus
18,20,0.2623468339443207,HumpbackWhale,LeopardSeal
18,33,0.36672595143318176,HumpbackWhale,SouthernRightWhale
18,33,0.41334131360054016,HumpbackWhale,SouthernRightWhale
18,1,0.4877718687057495,HumpbackWhale,BeardedSeal
18,1,0.3524106740951538,HumpbackWhale,BeardedSeal
18,39,0.3432348668575287,HumpbackWhale,Walrus
18,16,0.21701553463935852,HumpbackWhale,HarpSeal
18,33,0.6114547848701477,HumpbackWhale,SouthernRightWhale
18,1,0.42704594135284424,HumpbackWhale,BeardedSeal
18,33,0.34140095114707947,HumpbackWhale,SouthernRightWhale
18,33,0.501866340637207,HumpbackWhale,SouthernRightWhale
18,33,0.4050173759460449,HumpbackWhale,SouthernRightWhale
18,20,0.6127680540084839,HumpbackWhale,LeopardSeal
18,33,0.5079231858253479,HumpbackWhale,SouthernRightWhale
18,26,0.3794790804386139,HumpbackWhale,NorthernRightWhale
18,26,0.23343341052532196,HumpbackWhale,NorthernRightWhale
18,26,0.23122479021549225,HumpbackWhale,NorthernRightWhale
18,5,0.4098130762577057,HumpbackWhale,BowheadWhale
18,16,0.25256335735321045,HumpbackWhale,HarpSeal
18,5,0.21451501548290253,HumpbackWhale,BowheadWhale
18,5,0.5477613806724548,HumpbackWhale,BowheadWhale
18,5,0.26886141300201416,HumpbackWhale,BowheadWhale
18,16,0.26908940076828003,HumpbackWhale,HarpSeal
18,5,0.2631622552871704,HumpbackWhale,BowheadWhale
18,16,0.3340240716934204,HumpbackWhale,HarpSeal
18,1,0.40617552399635315,HumpbackWhale,BeardedSeal
18,28,0.2589193284511566,HumpbackWhale,RibbonSeal
19,22,0.5248915553092957,KillerWhale,Long_FinnedPilotWhale
19,22,0.36282920837402344,KillerWhale,Long_FinnedPilotWhale
19,22,0.5377395153045654,KillerWhale,Long_FinnedPilotWhale
19,22,0.3727784752845764,KillerWhale,Long_FinnedPilotWhale
19,13,0.5354412198066711,KillerWhale,Grampus_Risso_sDolphin
19,22,0.4389924705028534,KillerWhale,Long_FinnedPilotWhale
19,2,0.27014055848121643,KillerWhale,Beluga_WhiteWhale
19,4,0.613063395023346,KillerWhale,Boutu_AmazonRiverDolphin
19,4,0.4362475275993347,KillerWhale,Boutu_AmazonRiverDolphin
19,4,0.725766658782959,KillerWhale,Boutu_AmazonRiverDolphin
19,40,0.5431014895439148,KillerWhale,WeddellSeal
19,4,0.9492078423500061,KillerWhale,Boutu_AmazonRiverDolphin
19,4,0.4805335998535156,KillerWhale,Boutu_AmazonRiverDolphin
19,28,0.3328295350074768,KillerWhale,RibbonSeal
19,2,0.19941446185112,KillerWhale,Beluga_WhiteWhale
19,28,0.2458377331495285,KillerWhale,RibbonSeal
19,39,0.49836888909339905,KillerWhale,Walrus
19,3,0.2482934147119522,KillerWhale,BottlenoseDolphin
19,32,0.6284727454185486,KillerWhale,Short_Finned(Pacific)PilotWhale
19,28,0.2337004393339157,KillerWhale,RibbonSeal
19,28,0.19478321075439453,KillerWhale,RibbonSeal
19,2,0.23066863417625427,KillerWhale,Beluga_WhiteWhale
19,21,0.19555538892745972,KillerWhale,LongBeaked(Pacific)CommonDolphin
19,25,0.6595101356506348,KillerWhale,Narwhal
20,1,0.4353349208831787,LeopardSeal,BeardedSeal
20,1,0.776001513004303,LeopardSeal,BeardedSeal
20,30,0.4317606985569,LeopardSeal,RossSeal
20,30,0.5635511875152588,LeopardSeal,RossSeal
20,30,0.8817856907844543,LeopardSeal,RossSeal
21,4,0.5706847310066223,LongBeaked(Pacific)CommonDolphin,Boutu_AmazonRiverDolphin
21,2,0.3478601276874542,LongBeaked(Pacific)CommonDolphin,Beluga_WhiteWhale
21,34,0.5225332975387573,LongBeaked(Pacific)CommonDolphin,SpermWhale
22,19,0.24520966410636902,Long_FinnedPilotWhale,KillerWhale
22,19,0.8339307904243469,Long_FinnedPilotWhale,KillerWhale
22,19,0.5691447854042053,Long_FinnedPilotWhale,KillerWhale
22,19,0.8695205450057983,Long_FinnedPilotWhale,KillerWhale
22,13,0.36443883180618286,Long_FinnedPilotWhale,Grampus_Risso_sDolphin
22,19,0.1730247437953949,Long_FinnedPilotWhale,KillerWhale
22,30,0.3484615385532379,Long_FinnedPilotWhale,RossSeal
22,19,0.6179137229919434,Long_FinnedPilotWhale,KillerWhale
22,34,0.6077818274497986,Long_FinnedPilotWhale,SpermWhale
22,4,0.8548556566238403,Long_FinnedPilotWhale,Boutu_AmazonRiverDolphin
22,4,0.7038910388946533,Long_FinnedPilotWhale,Boutu_AmazonRiverDolphin
22,13,0.4216839075088501,Long_FinnedPilotWhale,Grampus_Risso_sDolphin
